,No,age,bmi,children,charges,region_IDN,region_northeast,region_northwest,region_southeast,region_southwest,sex_IDN,sex_female,sex_male,smoker_IDN,smoker_no,smoker_yes
313,313,49.0,35.86,0.0,8124.4084,0,0,0,1,0,0,0,1,1,0,0
314,314,27.0,31.4,0.0,34838.873,0,0,0,0,1,0,1,0,0,0,1
315,315,52.0,33.25,0.0,9722.7695,1,0,0,0,0,0,0,1,0,1,0
316,316,50.0,32.205,0.0,8835.26495,0,0,1,0,0,0,0,1,1,0,0
317,317,54.0,32.775,0.0,10435.06525,0,1,0,0,0,0,0,1,0,1,0
318,318,44.0,27.645,0.0,13311.265686102104,1,0,0,0,0,0,1,0,0,1,0
319,319,32.0,37.335,1.0,4667.60765,0,1,0,0,0,0,0,1,1,0,0
320,320,34.0,25.27,1.0,4894.7533,0,0,1,0,0,1,0,0,0,1,0
321,321,26.0,29.64,4.0,13311.265686102104,0,1,0,0,0,0,1,0,0,1,0
322,322,34.0,30.8,0.0,35491.64,0,0,0,0,1,0,0,1,0,0,1
323,323,57.0,40.945,0.0,11566.30055,0,1,0,0,0,0,0,1,0,1,0
324,324,29.0,27.2,0.0,2866.091,1,0,0,0,0,0,0,1,0,1,0
325,325,40.0,34.105,1.0,6600.20595,0,1,0,0,0,0,0,1,0,1,0
326,326,27.0,23.21,1.0,3561.8889,0,0,0,1,0,0,1,0,0,1,0
327,327,45.0,36.48,2.0,42760.5022,0,0,1,0,0,0,0,1,0,0,1
328,328,64.0,33.8,0.0,47928.03,0,0,0,0,1,0,1,0,0,0,1
329,329,52.0,36.7,0.0,9144.565,0,0,0,0,1,0,0,1,0,1,0
330,330,61.0,36.385,1.0,48517.56315,1,0,0,0,0,0,1,0,0,0,1
331,331,52.0,27.36,0.0,24393.6224,0,0,1,0,0,0,0,1,1,0,0
332,332,61.0,31.16,0.0,13429.0354,0,0,1,0,0,0,1,0,0,1,0
333,333,56.0,28.785,0.0,11658.37915,0,1,0,0,0,0,1,0,0,1,0
334,334,43.0,35.72,2.0,13311.265686102104,0,1,0,0,0,0,1,0,0,1,0
335,335,64.0,34.5,0.0,13822.803,0,0,0,0,1,0,0,1,0,1,0
336,336,60.0,25.74,0.0,12142.5786,0,0,0,1,0,0,0,1,0,1,0
337,337,62.0,27.55,1.0,13937.6665,0,0,1,0,0,0,0,1,0,1,0
338,338,50.0,32.3,1.0,41919.097,0,1,0,0,0,0,0,1,0,0,1
339,339,46.0,27.72,1.0,13311.265686102104,0,0,0,1,0,0,1,0,0,1,0
340,340,24.0,27.6,0.0,18955.22017,0,0,0,0,1,0,1,0,0,1,0
341,341,62.0,30.02,0.0,13352.0998,0,0,1,0,0,0,0,1,0,1,0
342,342,60.0,30.631379032258067,0.0,13217.0945,0,1,0,0,0,0,1,0,0,1,0
343,343,63.0,36.765,0.0,13981.85035,0,1,0,0,0,0,0,1,0,1,0
344,344,49.0,41.47,4.0,10977.2063,0,0,0,1,0,0,1,0,0,1,0
345,345,34.0,29.26,3.0,6184.2994,0,0,0,1,0,0,1,0,0,1,0
346,346,33.0,35.75,2.0,4889.9995,0,0,0,1,0,0,0,1,0,1,0
347,347,46.0,33.345,1.0,13311.265686102104,1,0,0,0,0,0,0,1,0,1,0
348,348,36.0,29.92,1.0,5478.0368,0,0,0,1,0,1,0,0,0,1,0
349,349,19.0,27.835,0.0,1635.73365,0,0,1,0,0,0,0,1,0,1,0
350,350,57.0,23.18,0.0,11830.6072,0,0,1,0,0,0,1,0,0,1,0
351,351,50.0,25.6,0.0,8932.084,0,0,0,0,1,0,1,0,0,1,0
352,352,30.0,27.7,0.0,3554.203,0,0,0,0,1,0,1,0,0,1,0
353,353,33.0,35.245,0.0,12404.8791,0,1,0,0,0,0,0,1,0,1,0
354,354,18.0,38.28,0.0,14133.03775,0,0,0,1,0,0,1,0,0,1,0
355,355,46.0,27.6,0.0,24603.04837,0,0,0,0,1,0,0,1,0,1,0
356,356,46.0,43.89,3.0,8944.1151,0,0,0,1,0,0,0,1,0,1,0
357,357,47.0,29.83,3.0,9620.3307,0,0,1,0,0,0,0,1,1,0,0
358,358,23.0,41.91,0.0,1837.2819,0,0,0,1,0,0,0,1,0,1,0
359,359,18.0,20.79,0.0,1607.5101,0,0,0,1,0,0,1,0,0,1,0
360,360,48.0,32.3,2.0,10043.249,0,1,0,0,0,0,1,0,0,1,0
361,361,35.0,30.5,1.0,4751.07,0,0,0,0,1,0,0,1,0,1,0
362,362,19.0,21.7,0.0,13844.506,0,0,0,0,1,0,1,0,0,0,1
363,363,21.0,26.4,1.0,2597.779,0,0,0,0,1,0,1,0,0,1,0
364,364,21.0,21.89,2.0,3180.5101,0,0,0,1,0,0,1,0,0,1,0
365,365,49.0,30.78,1.0,9778.3472,0,1,0,0,0,0,1,0,0,1,0
366,366,56.0,32.3,3.0,13430.265,0,1,0,0,0,0,1,0,0,1,0
367,367,42.0,24.985,2.0,8017.06115,0,0,1,0,0,0,1,0,0,1,0
368,368,44.0,32.015,2.0,8116.26885,1,0,0,0,0,0,0,1,0,1,0
369,369,18.0,30.4,3.0,3481.868,0,1,0,0,0,0,0,1,0,1,0
370,370,61.0,21.09,0.0,13415.0381,0,0,1,0,0,0,1,0,0,1,0
371,371,57.0,22.23,0.0,12029.2867,1,0,0,0,0,0,1,0,0,1,0
372,372,42.0,33.155,1.0,7639.41745,0,1,0,0,0,0,1,0,0,1,0
373,373,26.0,32.9,2.0,36085.219,0,0,0,0,1,0,0,1,0,0,1
374,374,20.0,33.33,0.0,1391.5287,0,0,0,1,0,0,0,1,0,1,0
375,375,23.0,28.31,0.0,18033.9679,0,0,1,0,0,0,1,0,0,0,1
376,376,39.0,24.89,3.0,21659.9301,0,1,0,0,0,0,1,0,0,0,1
377,377,24.0,40.15,0.0,38126.2465,0,0,0,1,0,0,0,1,0,0,1
378,378,64.0,30.115,3.0,16455.70785,1,0,0,0,0,0,1,0,0,1,0
379,379,62.0,30.631379032258067,1.0,27000.98473,0,0,0,1,0,1,0,0,0,1,0
380,380,27.0,17.955,2.0,15006.57945,0,1,0,0,0,0,1,0,0,0,1
381,381,55.0,30.685,0.0,42303.69215,0,1,0,0,0,0,0,1,0,0,1
382,382,55.0,33.0,0.0,20781.48892,0,0,0,1,0,0,0,1,0,1,0
383,383,35.0,43.34,2.0,5846.9176,0,0,0,1,0,0,1,0,0,1,0
384,384,44.0,22.135,2.0,8302.53565,0,1,0,0,0,0,0,1,0,1,0
385,385,19.0,30.631379032258067,0.0,1261.859,0,0,0,0,1,1,0,0,0,1,0
386,386,58.0,39.05,0.0,11856.4115,0,0,0,1,0,0,1,0,0,1,0
387,387,50.0,25.365,2.0,30284.64294,0,0,1,0,0,0,0,1,0,1,0
388,388,26.0,22.61,0.0,3176.8159,0,0,1,0,0,0,1,0,0,1,0
389,389,24.0,30.21,3.0,4618.0799,0,0,1,0,0,0,1,0,0,1,0
390,390,48.0,35.625,4.0,10736.87075,0,1,0,0,0,0,0,1,0,1,0
391,391,19.0,37.43,0.0,2138.0707,0,0,1,0,0,0,1,0,0,1,0
392,392,48.0,31.445,1.0,8964.06055,0,1,0,0,0,0,0,1,0,1,0
393,393,49.0,31.35,1.0,9290.1395,0,1,0,0,0,0,0,1,0,1,0
394,394,46.0,32.3,2.0,9411.005,1,0,0,0,0,0,1,0,0,1,0
395,395,46.0,19.855,0.0,7526.70645,0,0,1,0,0,0,0,1,0,1,0
396,396,43.0,34.4,3.0,8522.003,0,0,0,0,1,0,1,0,1,0,0
397,397,21.0,31.02,0.0,16586.49771,0,0,0,1,0,0,0,1,0,1,0
398,398,64.0,25.6,2.0,14988.432,0,0,0,0,1,0,0,1,0,1,0
399,399,18.0,38.17,0.0,1631.6683,0,0,0,1,0,0,1,0,0,1,0
400,400,51.0,20.6,0.0,9264.797,0,0,0,0,1,0,1,0,0,1,0
401,401,47.0,47.52,1.0,13311.265686102104,0,0,0,1,0,0,0,1,0,1,0
402,402,64.0,32.965,0.0,14692.66935,0,0,1,0,0,0,1,0,0,1,0
403,403,49.0,32.3,3.0,10269.46,0,0,1,0,0,0,0,1,0,1,0
404,404,31.0,20.4,0.0,3260.199,0,0,0,0,1,0,0,1,0,1,0
405,405,52.0,38.38,0.0,11396.9002,0,1,0,0,0,1,0,0,0,1,0
406,406,33.0,24.31,0.0,4185.0979,0,0,0,1,0,0,1,0,0,1,0
407,407,47.0,23.6,0.0,8539.671,1,0,0,0,0,0,1,0,0,1,0
408,408,38.0,21.12,3.0,6652.5288,0,0,0,1,0,0,0,1,0,1,0
409,409,32.0,30.03,1.0,4074.4537,0,0,0,1,0,0,0,1,0,1,0
410,410,19.0,30.631379032258067,0.0,1621.3402,0,0,1,0,0,0,0,1,0,1,0
411,411,44.0,20.235,1.0,19594.80965,0,1,0,0,0,0,1,0,0,0,1
412,412,26.0,17.195,2.0,14455.64405,1,0,0,0,0,0,1,0,0,0,1
413,413,25.0,23.9,5.0,5080.096,1,0,0,0,0,0,0,1,0,1,0
414,414,19.0,35.15,0.0,2134.9015,0,0,1,0,0,0,1,0,0,1,0
415,415,43.0,35.64,1.0,7345.7266,0,0,0,1,0,0,1,0,0,1,0
416,416,52.0,34.1,0.0,9140.951,0,0,0,1,0,0,0,1,0,1,0
417,417,36.0,30.631379032258067,2.0,18608.262,0,0,0,0,1,0,1,0,0,0,1
418,418,64.0,39.16,1.0,14418.2804,0,0,0,1,0,0,0,1,0,1,0
419,419,63.0,26.98,0.0,28950.4692,1,0,0,0,0,0,1,0,0,0,1
420,420,64.0,33.88,0.0,46889.2612,0,0,0,1,0,1,0,0,0,0,1
421,421,61.0,35.86,0.0,46599.1084,0,0,0,1,0,0,0,1,0,0,1
422,422,40.0,32.775,1.0,39125.33225,0,1,0,0,0,0,0,1,0,0,1
423,423,25.0,30.59,0.0,2727.3951,0,1,0,0,0,0,0,1,0,1,0
424,424,48.0,30.2,2.0,8968.33,0,0,0,0,1,0,0,1,0,1,0
425,425,45.0,24.31,5.0,9788.8659,1,0,0,0,0,0,0,1,0,1,0
426,426,38.0,27.265,1.0,6555.07035,0,1,0,0,0,0,1,0,0,1,0
427,427,18.0,29.165,0.0,7323.734818999999,0,1,0,0,0,0,1,0,0,1,0
428,428,21.0,16.815,0.0,3167.45585,0,1,0,0,0,0,1,0,0,1,0
429,429,27.0,30.4,3.0,18804.7524,0,0,1,0,0,0,1,0,0,1,0
430,430,19.0,30.631379032258067,0.0,23082.95533,0,0,0,0,1,0,0,1,0,1,0
431,431,29.0,20.235,2.0,4906.40965,0,0,1,0,0,0,1,0,0,1,0
432,432,42.0,26.9,0.0,5969.723000000001,0,0,0,0,1,0,0,1,1,0,0
433,433,60.0,30.5,0.0,12638.195,0,0,0,0,1,0,1,0,0,1,0
434,434,31.0,28.595,1.0,4243.59005,0,0,1,0,0,0,0,1,0,1,0
435,435,60.0,33.11,3.0,13919.8229,0,0,0,1,0,0,0,1,0,1,0
436,436,22.0,31.73,0.0,2254.7967,0,1,0,0,0,0,0,1,0,1,0
437,437,35.0,30.631379032258067,3.0,5926.846,0,0,0,0,1,0,0,1,0,1,0
438,438,52.0,46.75,5.0,12592.5345,0,0,0,1,0,0,1,0,0,1,0
439,439,26.0,29.45,0.0,2897.3235,1,0,0,0,0,0,0,1,0,1,0
440,440,31.0,32.68,1.0,4738.2682,1,0,0,0,0,0,1,0,0,1,0
441,441,33.0,33.5,0.0,37079.372,0,0,0,0,1,0,1,0,0,0,1
442,442,18.0,43.01,0.0,1149.3959,0,0,0,1,0,0,0,1,0,1,0
443,443,59.0,36.52,1.0,28287.89766,0,0,0,1,0,1,0,0,0,1,0
444,444,56.0,26.695,1.0,26109.32905,0,0,1,0,0,0,0,1,0,0,1
445,445,45.0,33.1,0.0,7345.084,0,0,0,0,1,0,1,0,0,1,0
446,446,60.0,29.64,0.0,12730.9996,0,1,0,0,0,0,0,1,0,1,0
447,447,56.0,25.65,0.0,11454.0215,0,0,1,0,0,0,1,0,0,1,0
448,448,40.0,29.6,0.0,5910.944,0,0,0,0,1,0,1,0,0,1,0
449,449,35.0,38.6,1.0,4762.329000000001,0,0,0,0,1,0,0,1,0,1,0
450,450,39.0,29.6,4.0,7512.267,0,0,0,0,1,0,0,1,0,1,0
451,451,30.0,24.13,1.0,4032.2407,0,0,1,0,0,0,0,1,0,1,0
452,452,24.0,23.4,0.0,1969.614,0,0,0,0,1,0,0,1,0,1,0
453,453,20.0,30.631379032258067,0.0,1769.53165,0,0,1,0,0,0,0,1,0,1,0
454,454,32.0,46.53,2.0,4686.3887,0,0,0,1,0,0,0,1,0,1,0
455,455,59.0,37.4,0.0,21797.0004,0,0,0,0,1,0,0,1,0,1,0
456,456,55.0,30.14,2.0,11881.9696,0,0,0,1,0,0,1,0,0,1,0
457,457,57.0,30.495,0.0,11840.77505,0,0,1,0,0,0,1,0,0,1,0
458,458,56.0,39.6,0.0,10601.412,0,0,0,0,1,0,0,1,0,1,0
459,459,40.0,33.0,3.0,7682.67,0,0,0,1,0,0,1,0,0,1,0
460,460,49.0,36.63,3.0,10381.4787,1,0,0,0,0,0,1,0,0,1,0
461,461,42.0,30.0,0.0,22144.032000000003,0,0,0,0,1,0,0,1,1,0,0
462,462,62.0,38.095,2.0,15230.32405,0,1,0,0,0,0,1,0,0,1,0
463,463,56.0,25.935,0.0,11165.41765,0,1,0,0,0,0,0,1,0,1,0
464,464,19.0,25.175,0.0,1632.03625,0,0,1,0,0,0,0,1,0,1,0
465,465,30.0,28.38,1.0,19521.9682,0,0,0,1,0,0,1,0,0,0,1
466,466,60.0,28.7,1.0,13224.693,0,0,0,0,1,0,1,0,0,1,0
467,467,56.0,33.82,0.0,12643.3778,0,0,1,0,0,1,0,0,0,1,0
468,468,28.0,24.32,1.0,23288.9284,0,1,0,0,0,0,1,0,0,1,0
469,469,18.0,24.09,1.0,2201.0971,0,0,0,1,0,0,1,0,0,1,0
470,470,27.0,32.67,0.0,2497.0383,0,0,0,1,0,0,0,1,0,1,0
471,471,18.0,30.115,0.0,2203.47185,0,1,0,0,0,0,1,0,0,1,0
472,472,19.0,29.8,0.0,1744.465,0,0,0,0,1,0,1,0,0,1,0
473,473,47.0,33.345,0.0,20878.78443,0,1,0,0,0,0,1,0,0,1,0
474,474,54.0,25.1,3.0,25382.297,1,0,0,0,0,0,0,1,0,0,1
475,475,61.0,28.31,1.0,28868.6639,0,0,1,0,0,0,0,1,0,0,1
476,476,24.0,28.5,0.0,35147.52848,0,1,0,0,0,0,0,1,0,0,1
477,477,25.0,35.625,0.0,2534.39375,0,0,1,0,0,0,0,1,0,1,0
478,478,21.0,36.85,0.0,1534.3045,0,0,0,1,0,0,0,1,0,1,0
479,479,23.0,30.631379032258067,0.0,1824.2854,0,0,0,1,0,0,0,1,0,1,0
480,480,63.0,41.325,3.0,15555.18875,0,0,1,0,0,0,0,1,0,1,0
481,481,49.0,37.51,2.0,9304.7019,0,0,0,1,0,0,0,1,0,1,0
482,482,18.0,31.35,0.0,13311.265686102104,1,0,0,0,0,0,1,0,0,1,0
483,483,51.0,30.631379032258067,1.0,9880.068,0,0,0,0,1,0,1,0,0,1,0
484,484,48.0,34.3,3.0,9563.029,0,0,0,0,1,0,0,1,0,1,0
485,485,31.0,31.065,0.0,4347.02335,0,1,0,0,0,0,1,0,0,1,0
486,486,54.0,30.631379032258067,3.0,12475.3513,0,0,1,0,0,0,1,0,0,1,0
487,487,19.0,28.7,0.0,1253.936,0,0,0,0,1,0,0,1,0,1,0
488,488,44.0,38.06,0.0,48885.135610000005,0,0,0,1,0,0,1,0,0,0,1
489,489,53.0,31.16,1.0,10461.9794,0,0,1,0,0,0,0,1,0,1,0
490,490,19.0,32.9,0.0,1748.774,0,0,0,0,1,0,1,0,0,1,0
491,491,61.0,25.08,0.0,24513.09126,0,0,0,1,0,1,0,0,0,1,0
492,492,18.0,25.08,0.0,2196.4732,0,1,0,0,0,0,1,0,0,1,0
493,493,61.0,43.4,0.0,12574.049,0,0,0,0,1,0,0,1,1,0,0
494,494,21.0,25.7,4.0,13311.265686102104,0,0,0,0,1,0,0,1,0,0,1
495,495,20.0,27.93,0.0,1967.0227,0,1,0,0,0,0,0,1,0,1,0
496,496,31.0,30.631379032258067,2.0,4931.647,0,0,0,0,1,0,1,0,0,1,0
497,497,45.0,28.7,2.0,8027.968000000001,0,0,0,0,1,0,0,1,0,1,0
498,498,44.0,23.98,2.0,8211.1002,0,0,0,1,0,0,1,0,0,1,0
499,499,62.0,30.631379032258067,0.0,13470.86,0,0,0,0,1,1,0,0,0,1,0
500,500,29.0,30.631379032258067,0.0,13311.265686102104,0,0,0,0,1,0,0,1,0,0,1
501,501,43.0,26.03,0.0,6837.3687,0,1,0,0,0,0,0,1,0,1,0
502,502,51.0,23.21,1.0,22218.1149,0,0,0,1,0,0,0,1,0,0,1
503,503,19.0,30.25,0.0,13311.265686102104,0,0,0,1,0,0,0,1,0,0,1
504,504,38.0,28.93,1.0,5974.3847,1,0,0,0,0,0,1,0,0,1,0
505,505,37.0,30.875,3.0,6796.86325,0,0,1,0,0,0,0,1,0,1,0
506,506,22.0,31.35,1.0,2643.2685,0,0,1,0,0,0,0,1,0,1,0
507,507,21.0,23.75,2.0,3077.0955,0,0,1,0,0,1,0,0,0,1,0
508,508,24.0,25.27,0.0,3044.2133,0,1,0,0,0,0,1,0,0,1,0
509,509,57.0,28.7,0.0,11455.28,0,0,0,0,1,0,1,0,0,1,0
510,510,56.0,32.11,1.0,13311.265686102104,0,1,0,0,0,0,0,1,0,1,0
511,511,27.0,30.631379032258067,0.0,13311.265686102104,0,0,0,1,0,0,0,1,0,1,0
512,512,51.0,22.42,0.0,9361.3268,0,1,0,0,0,0,0,1,0,1,0
513,513,19.0,30.4,0.0,1256.299,0,0,0,0,1,0,0,1,0,1,0
514,514,39.0,28.3,1.0,21082.16,0,0,0,0,1,0,0,1,0,0,1
515,515,58.0,35.7,0.0,11362.755,1,0,0,0,0,0,0,1,0,1,0
516,516,20.0,35.31,1.0,27724.28875,0,0,0,1,0,0,0,1,0,1,0
517,517,45.0,30.495,2.0,8413.46305,0,0,1,0,0,0,0,1,0,1,0
518,518,35.0,31.0,1.0,5240.765,0,0,0,0,1,0,1,0,0,1,0
519,519,31.0,30.875,0.0,3857.75925,0,1,0,0,0,0,0,1,1,0,0
520,520,50.0,27.36,0.0,25656.57526,0,1,0,0,0,1,0,0,0,1,0
521,521,32.0,44.22,0.0,3994.1778,0,0,0,1,0,0,1,0,0,1,0
522,522,51.0,33.915,0.0,9866.30485,0,1,0,0,0,0,1,0,0,1,0
523,523,38.0,37.73,0.0,5397.6167,0,0,0,1,0,0,1,0,1,0,0
524,524,42.0,26.07,1.0,38245.59327,0,0,0,1,0,0,0,1,0,0,1
525,525,18.0,33.88,0.0,11482.63485,0,0,0,1,0,0,1,0,0,1,0
526,526,19.0,30.59,2.0,24059.68019,0,0,1,0,0,0,1,0,0,1,0
527,527,39.0,25.8,1.0,9861.025,0,0,0,0,1,0,1,0,0,1,0
528,528,46.0,39.425,1.0,8342.90875,0,1,0,0,0,0,0,1,0,1,0
529,529,18.0,25.46,0.0,1708.0014,0,1,0,0,0,0,0,1,0,1,0
530,530,57.0,42.13,1.0,48675.5177,1,0,0,0,0,0,0,1,0,0,1
531,531,62.0,31.73,0.0,14043.4767,1,0,0,0,0,0,1,0,0,1,0
532,532,59.0,29.7,2.0,12925.886,1,0,0,0,0,0,0,1,0,1,0
533,533,37.0,36.19,0.0,19214.705530000003,0,0,0,1,0,0,0,1,0,1,0
534,534,64.0,40.48,0.0,13831.1152,0,0,0,1,0,0,0,1,0,1,0
535,535,38.0,28.025,1.0,6067.12675,0,1,0,0,0,0,0,1,0,1,0
536,536,33.0,30.631379032258067,3.0,5972.378000000001,0,0,0,0,1,0,1,0,0,1,0
537,537,46.0,30.2,2.0,8825.086,0,0,0,0,1,0,1,0,1,0,0
538,538,46.0,30.631379032258067,1.0,8233.0975,0,0,0,1,0,0,1,0,0,1,0
539,539,53.0,31.35,0.0,27346.04207,0,0,0,1,0,0,0,1,0,1,0
540,540,34.0,38.0,0.0,6196.448,0,0,0,0,1,0,1,0,0,1,0
541,541,20.0,31.79,2.0,3056.3881,0,0,0,1,0,0,1,0,0,1,0
542,542,63.0,36.3,0.0,13887.204,0,0,0,1,0,0,1,0,0,1,0
543,543,54.0,47.41,0.0,63770.42801,0,0,0,1,0,0,1,0,0,0,1
544,544,54.0,30.21,0.0,10231.4999,0,0,1,0,0,0,0,1,0,1,0
545,545,49.0,25.84,2.0,23807.2406,0,0,1,0,0,0,0,1,0,0,1
546,546,28.0,35.435,0.0,3268.84665,0,1,0,0,0,0,0,1,0,1,0
547,547,54.0,46.7,2.0,13311.265686102104,0,0,0,0,1,1,0,0,0,1,0
548,548,25.0,28.595,0.0,3213.62205,0,1,0,0,0,0,1,0,0,1,0
549,549,43.0,46.2,0.0,45863.205,0,0,0,1,0,1,0,0,0,0,1
550,550,63.0,30.8,0.0,13390.559,0,0,0,0,1,0,0,1,0,1,0
551,551,32.0,28.93,0.0,3972.9247,0,0,0,1,0,1,0,0,0,1,0
552,552,62.0,21.4,0.0,13311.265686102104,0,0,0,0,1,0,0,1,0,1,0
553,553,52.0,31.73,2.0,11187.6567,0,0,1,0,0,0,1,0,1,0,0
554,554,25.0,41.325,0.0,17878.900680000002,0,1,0,0,0,0,1,0,0,1,0
555,555,28.0,30.631379032258067,2.0,3847.674,0,0,0,0,1,0,0,1,1,0,0
556,556,46.0,33.44,1.0,8334.5896,0,1,0,0,0,0,0,1,0,1,0
557,557,34.0,34.21,0.0,3935.1799,0,0,0,1,0,0,0,1,0,1,0
558,558,35.0,34.105,3.0,39983.42595,0,0,1,0,0,0,1,0,0,0,1
559,559,19.0,35.53,0.0,1646.4297,0,0,1,0,0,0,0,1,0,1,0
560,560,46.0,19.95,2.0,9193.8385,1,0,0,0,0,0,1,0,0,1,0
561,561,54.0,32.68,0.0,10923.9332,0,1,0,0,0,0,1,0,0,1,0
562,562,27.0,30.5,0.0,2494.022,0,0,0,0,1,0,0,1,0,1,0
563,563,50.0,44.77,1.0,9058.7303,0,0,0,1,0,0,0,1,0,1,0
564,564,18.0,30.631379032258067,2.0,2801.2588,0,0,0,1,0,0,1,0,0,1,0
565,565,19.0,30.495,0.0,2128.43105,0,0,1,0,0,0,1,0,0,1,0
566,566,38.0,30.631379032258067,1.0,6373.55735,0,0,1,0,0,0,1,0,0,1,0
567,567,41.0,30.59,2.0,7256.7231,0,0,1,0,0,0,0,1,0,1,0
568,568,49.0,31.9,5.0,11552.904,0,0,0,0,1,0,1,0,0,1,0
569,569,48.0,40.565,2.0,45702.02235,0,0,1,0,0,1,0,0,0,0,1
570,570,31.0,29.1,0.0,3761.292,0,0,0,0,1,0,1,0,0,1,0
571,571,18.0,37.29,1.0,2219.4451,0,0,0,1,0,0,1,0,0,1,0
572,572,30.0,43.12,2.0,4753.6368,0,0,0,1,0,0,1,0,1,0,0
573,573,62.0,36.86,1.0,31620.00106,0,1,0,0,0,0,1,0,0,1,0
574,574,57.0,34.295,2.0,13224.05705,0,1,0,0,0,0,1,0,0,1,0
575,575,58.0,27.17,0.0,12222.8983,1,0,0,0,0,1,0,0,0,1,0
576,576,22.0,26.84,0.0,1664.9996,0,0,0,1,0,0,0,1,0,1,0
577,577,31.0,38.095,1.0,58571.07448,0,1,0,0,0,0,1,0,0,0,1
578,578,52.0,30.2,1.0,9724.53,0,0,0,0,1,0,0,1,0,1,0
579,579,25.0,23.465,0.0,13311.265686102104,0,1,0,0,0,1,0,0,0,1,0
580,580,59.0,25.46,1.0,12913.9924,0,1,0,0,0,0,0,1,0,1,0
581,581,19.0,30.59,0.0,1639.5631,0,0,1,0,0,0,0,1,0,1,0
582,582,39.0,45.43,2.0,6356.2707,0,0,0,1,0,0,0,1,0,1,0
583,583,32.0,23.65,1.0,17626.23951,0,0,0,1,0,0,1,0,0,1,0
584,584,19.0,20.7,0.0,1242.816,0,0,0,0,1,0,0,1,0,1,0
585,585,33.0,28.27,1.0,4779.6023,0,0,0,1,0,0,1,0,0,1,0
586,586,21.0,20.235,3.0,3861.20965,0,1,0,0,0,0,0,1,0,1,0
587,587,34.0,30.21,1.0,43943.8761,0,0,1,0,0,0,1,0,0,0,1
588,588,61.0,35.91,0.0,13635.6379,0,1,0,0,0,0,1,0,0,1,0
589,589,38.0,30.69,1.0,5976.8311,0,0,0,1,0,0,1,0,0,1,0
590,590,58.0,29.0,0.0,11842.442,1,0,0,0,0,0,1,0,0,1,0
591,591,47.0,19.57,1.0,8428.0693,0,0,1,0,0,0,0,1,0,1,0
592,592,20.0,31.13,2.0,2566.4707,0,0,0,1,0,0,0,1,0,1,0
593,593,21.0,21.85,1.0,15359.1045,0,1,0,0,0,0,1,0,0,0,1
594,594,41.0,30.631379032258067,0.0,5709.1644,1,0,0,0,0,0,0,1,0,1,0
595,595,46.0,33.725,1.0,8823.98575,0,1,0,0,0,0,1,0,0,1,0
596,596,42.0,29.48,2.0,7640.3092,0,0,0,1,0,0,1,0,0,1,0
597,597,34.0,33.25,1.0,5594.8455,0,1,0,0,0,0,1,0,0,1,0
598,598,43.0,32.6,2.0,7441.501,0,0,0,0,1,0,0,1,0,1,0
599,599,52.0,37.525,2.0,33471.97189,0,0,1,0,0,0,1,0,0,1,0
600,600,18.0,39.16,0.0,1633.0444,0,0,0,1,0,0,1,0,0,1,0
601,601,51.0,31.635,0.0,13311.265686102104,0,0,1,0,0,0,0,1,0,1,0
602,602,56.0,30.631379032258067,0.0,11070.535,1,0,0,0,0,0,1,0,0,1,0
603,603,64.0,39.05,0.0,16085.1275,0,0,0,1,0,0,1,0,0,1,0
604,604,39.0,28.31,0.0,17468.9839,0,0,1,0,0,0,1,0,0,0,1
605,605,51.0,34.1,0.0,9283.562,0,0,0,1,0,0,1,0,0,1,0
606,606,27.0,25.175,0.0,3558.62025,0,1,0,0,0,0,1,0,0,1,0
607,607,59.0,23.655,0.0,25678.77845,0,0,1,0,0,0,1,0,0,0,1
608,608,28.0,26.98,0.0,4435.0942,0,1,0,0,0,0,0,1,0,1,0
609,609,30.0,30.631379032258067,2.0,39241.442,0,0,0,0,1,1,0,0,0,0,1
610,610,47.0,29.37,1.0,8547.6913,0,0,0,1,0,0,1,0,0,1,0
611,611,38.0,34.8,2.0,6571.544,0,0,0,0,1,0,1,0,0,1,0
612,612,18.0,33.155,0.0,2207.69745,0,1,0,0,0,0,1,0,0,1,0
613,613,34.0,19.0,3.0,6753.0380000000005,0,1,0,0,0,0,1,0,0,1,0
614,614,20.0,33.0,0.0,1880.07,0,0,0,1,0,1,0,0,0,1,0
615,615,47.0,36.63,0.0,42969.8527,0,0,0,1,0,0,1,0,0,0,1
616,616,56.0,28.595,0.0,11658.11505,0,1,0,0,0,0,1,0,0,1,0
617,617,49.0,25.6,2.0,13311.265686102104,0,0,0,0,1,0,0,1,0,0,1
618,618,19.0,33.11,0.0,34439.8559,0,0,0,1,0,0,1,0,0,0,1
619,619,55.0,37.1,0.0,10713.643999999998,0,0,0,0,1,0,1,0,0,1,0
620,620,30.0,31.4,1.0,3659.346,0,0,0,0,1,0,0,1,0,1,0
621,621,37.0,30.631379032258067,4.0,40182.246,0,0,0,0,1,0,0,1,0,0,1
622,622,49.0,21.3,1.0,9182.17,0,0,0,0,1,0,1,0,0,1,0
623,623,18.0,33.535,0.0,34617.84065,0,1,0,0,0,0,0,1,1,0,0
624,624,59.0,28.785,0.0,12129.61415,0,0,1,0,0,0,0,1,0,1,0
625,625,29.0,26.03,0.0,3736.4647,0,0,1,0,0,0,1,0,0,1,0
626,626,36.0,28.88,3.0,6748.5912,0,1,0,0,0,0,0,1,0,1,0
